time_mandante;time_visitante;gols_mandante;gols_visitante;gols_1_tempo_mandante;gols_1_tempo_visitante;escanteios_mandante;escanteios_visitante;faltas_mandante;faltas_visitante;chutes_bola_parada_mandante;chutes_bola_parada_visitante;defesas_mandante;defesas_visitante;impedimentos_mandante;impedimentos_visitante;chutes_mandante;chutes_visitante;chutes_fora_mandante;chutes_fora_visitante;resultado;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Sport;5;2;4;1;7;6;14;11;11;17;0;2;3;0;8;1;7;3;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Ceara;0;1;0;0;12;1;17;14;14;19;4;9;2;0;9;5;9;4;3;NaN;NaN;NaN;NaN;NaN
Flamengo;Chapecoense;2;0;1;0;8;3;17;12;12;18;3;3;1;0;5;3;6;3;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Fluminense;3;0;2;0;6;3;17;16;16;17;5;2;0;0;5;5;5;3;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Santos;1;0;0;0;8;2;20;18;18;20;3;3;0;0;4;3;10;4;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Gremio;2;0;0;0;8;4;16;10;10;16;5;10;0;0;5;1;5;1;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Athletico Paranaense;1;2;1;0;6;1;14;15;15;14;1;4;0;0;5;3;6;5;3;NaN;NaN;NaN;NaN;NaN
Vasco;Chapecoense;3;1;0;0;6;4;18;21;22;18;3;4;0;1;7;4;5;4;1;NaN;NaN;NaN;NaN;NaN
Vasco;Bahia;2;1;1;1;4;8;13;15;16;18;5;2;5;1;5;6;2;2;1;NaN;NaN;NaN;NaN;NaN
Vasco;Cruzeiro;2;0;0;0;10;9;13;15;16;14;4;2;1;1;4;4;2;3;1;NaN;NaN;NaN;NaN;NaN
Bahia;Parana;2;0;0;0;12;1;5;8;9;7;2;5;2;1;7;3;10;2;1;NaN;NaN;NaN;NaN;NaN
Ceara;Bahia;0;2;0;1;11;2;15;23;24;15;4;13;0;1;5;3;3;0;3;NaN;NaN;NaN;NaN;NaN
Vitoria;Santos;0;1;0;1;8;2;17;21;22;17;2;4;0;1;3;3;8;2;3;NaN;NaN;NaN;NaN;NaN
Vitoria;Corinthians;2;2;1;1;5;5;19;22;23;20;1;4;1;1;6;3;3;4;3;NaN;NaN;NaN;NaN;NaN
Corinthians;Sport;2;1;0;1;5;6;16;20;21;20;6;4;4;1;6;7;4;5;1;NaN;NaN;NaN;NaN;NaN
Corinthians;Internacional;1;1;0;1;2;3;12;10;11;13;1;3;1;1;4;2;2;2;3;NaN;NaN;NaN;NaN;NaN
Corinthians;Vasco;1;0;0;0;5;9;17;12;13;20;4;1;3;1;2;4;6;6;1;NaN;NaN;NaN;NaN;NaN
Corinthians;Chapecoense;0;0;0;0;9;4;13;13;14;13;2;1;0;1;1;2;5;11;3;NaN;NaN;NaN;NaN;NaN
Fluminense;Botafogo;1;0;1;0;6;7;20;13;14;21;2;4;1;1;5;2;2;5;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Gremio;0;1;0;0;7;2;11;9;10;11;4;2;0;1;2;5;4;1;3;NaN;NaN;NaN;NaN;NaN
Fluminense;Atletico Mineiro;1;0;0;0;4;7;12;18;19;14;3;5;2;1;6;4;5;7;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Ceara;0;0;0;0;2;4;16;25;26;21;4;2;5;1;2;4;5;7;3;NaN;NaN;NaN;NaN;NaN
Chapecoense;Corinthians;2;1;0;1;7;5;15;20;21;16;3;3;1;1;5;4;7;5;1;NaN;NaN;NaN;NaN;NaN
Chapecoense;Atletico Mineiro;1;0;0;0;5;9;18;13;14;18;2;0;0;1;1;2;5;5;1;NaN;NaN;NaN;NaN;NaN
Chapecoense;America Mineiro;1;0;0;0;4;4;11;19;20;12;2;3;1;1;4;2;3;2;1;NaN;NaN;NaN;NaN;NaN
Chapecoense;Botafogo;0;1;0;0;10;5;11;13;14;11;3;3;0;1;3;4;8;4;3;NaN;NaN;NaN;NaN;NaN
Chapecoense;Sport;2;1;2;0;7;6;20;9;10;20;2;5;0;1;7;4;3;6;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Athletico Paranaense;2;0;0;0;6;6;15;14;15;15;1;2;0;1;4;1;3;3;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Corinthians;1;0;1;0;5;3;23;17;18;23;5;3;0;1;3;5;8;3;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Chapecoense;2;0;1;0;2;6;16;19;20;17;2;1;1;1;3;2;2;2;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Flamengo;2;2;1;1;8;7;15;13;14;16;4;1;1;1;3;6;2;10;3;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Sport;0;0;0;0;7;5;16;20;21;23;2;6;7;1;5;2;10;1;3;NaN;NaN;NaN;NaN;NaN
Parana;Chapecoense;1;1;1;0;11;3;22;19;20;24;5;3;2;1;5;6;6;3;3;NaN;NaN;NaN;NaN;NaN
Parana;Atletico Mineiro;0;1;0;1;0;5;18;16;17;18;3;2;0;1;2;4;1;6;3;NaN;NaN;NaN;NaN;NaN
Gremio;Vasco;2;1;1;1;7;2;14;15;16;15;1;3;1;1;7;2;7;3;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Vasco;1;0;0;0;8;5;16;14;15;17;3;3;1;1;4;3;5;9;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Flamengo;3;0;3;0;5;5;14;11;12;17;7;6;3;1;9;7;3;7;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Sport;4;0;0;0;10;3;12;11;12;12;2;4;0;1;8;2;9;2;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Cruzeiro;2;0;2;0;4;3;17;14;15;17;4;2;0;1;4;4;3;3;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Ceara;2;2;0;1;10;4;17;17;18;21;1;1;4;1;3;3;7;6;3;NaN;NaN;NaN;NaN;NaN
Palmeiras;Cruzeiro;3;1;2;1;7;2;14;16;17;17;0;1;3;1;4;1;5;2;1;NaN;NaN;NaN;NaN;NaN
Santos;Corinthians;1;0;1;0;5;2;17;17;18;19;5;4;2;1;4;1;0;2;1;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Atletico Mineiro;0;0;0;0;6;3;17;18;19;19;2;1;2;1;2;2;5;5;3;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Santos;2;1;0;1;4;6;17;11;12;18;5;2;1;1;4;7;1;3;1;NaN;NaN;NaN;NaN;NaN
Santos;Sport;3;0;1;0;4;4;20;22;23;25;3;3;5;1;6;3;4;5;1;NaN;NaN;NaN;NaN;NaN
Santos;Sao Paulo;0;0;0;0;4;4;16;15;16;20;3;5;4;1;5;3;4;0;3;NaN;NaN;NaN;NaN;NaN
Santos;Fluminense;3;0;0;0;12;2;14;16;17;16;2;7;2;1;10;2;5;3;1;NaN;NaN;NaN;NaN;NaN
Santos;Botafogo;1;1;1;0;9;5;17;16;17;17;2;4;0;1;5;3;4;3;3;NaN;NaN;NaN;NaN;NaN
Ceara;Corinthians;2;1;1;0;7;4;20;18;19;20;4;6;0;1;7;5;5;3;1;NaN;NaN;NaN;NaN;NaN
Ceara;Vitoria;2;0;1;0;4;3;18;15;16;18;4;1;0;1;2;0;8;2;1;NaN;NaN;NaN;NaN;NaN
Ceara;Internacional;1;1;1;1;6;5;11;14;15;13;3;4;2;1;5;4;7;0;3;NaN;NaN;NaN;NaN;NaN
Ceara;Parana;1;0;1;0;7;6;16;11;12;18;0;5;2;1;6;0;8;3;1;NaN;NaN;NaN;NaN;NaN
America Mineiro;Vasco;2;1;1;0;4;5;18;12;13;20;3;4;2;1;6;4;3;1;1;NaN;NaN;NaN;NaN;NaN
America Mineiro;Ceara;0;0;0;0;3;4;16;10;11;18;2;0;2;1;0;2;4;2;3;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Chapecoense;3;0;3;0;4;4;9;14;15;10;3;2;1;1;5;3;5;8;1;NaN;NaN;NaN;NaN;NaN
America Mineiro;Cruzeiro;1;2;0;1;8;2;17;4;5;17;1;5;0;1;6;3;4;2;3;NaN;NaN;NaN;NaN;NaN
America Mineiro;Parana;0;1;0;0;13;6;10;10;11;18;9;3;8;1;1;2;2;0;3;NaN;NaN;NaN;NaN;NaN
Sport;Sao Paulo;1;3;0;1;2;3;7;15;16;7;3;6;0;1;7;6;5;7;3;NaN;NaN;NaN;NaN;NaN
Sport;Ceara;1;0;0;0;8;3;13;16;17;14;5;2;1;1;3;5;2;5;1;NaN;NaN;NaN;NaN;NaN
Internacional;Vitoria;2;1;0;1;7;0;18;16;17;22;1;1;4;1;3;1;2;0;1;NaN;NaN;NaN;NaN;NaN
Internacional;Athletico Paranaense;2;1;0;0;11;5;8;16;17;9;3;3;1;1;5;4;5;3;1;NaN;NaN;NaN;NaN;NaN
Internacional;Fluminense;2;0;0;0;8;4;11;14;15;12;3;1;1;1;3;3;11;4;1;NaN;NaN;NaN;NaN;NaN
Bahia;America Mineiro;1;0;0;0;9;2;13;13;14;15;2;5;2;1;6;2;3;2;1;NaN;NaN;NaN;NaN;NaN
Bahia;Internacional;0;1;0;1;3;5;15;18;19;15;4;2;0;1;2;5;10;5;3;NaN;NaN;NaN;NaN;NaN
Bahia;Ceara;2;1;1;1;10;0;10;12;13;10;2;10;0;1;9;2;2;1;1;NaN;NaN;NaN;NaN;NaN
Vasco;Flamengo;1;1;1;0;6;13;17;15;16;17;6;4;0;1;5;6;8;11;3;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Santos;3;1;1;1;3;4;17;8;1;1;1;1;1;1;4;1;5;4;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Vitoria;1;0;1;0;7;4;19;20;21;20;1;6;1;1;6;1;6;2;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Atletico Mineiro;2;1;1;1;4;6;26;15;16;28;3;0;2;1;2;4;5;3;1;NaN;NaN;NaN;NaN;NaN
Vasco;Ceara;1;1;0;0;4;6;15;20;22;15;0;4;0;2;5;1;3;5;3;NaN;NaN;NaN;NaN;NaN
Vasco;Internacional;1;1;0;0;6;4;17;18;20;18;7;7;1;2;5;3;5;0;3;NaN;NaN;NaN;NaN;NaN
Vasco;Sao Paulo;2;0;1;0;3;7;19;22;24;20;3;0;1;2;2;3;4;5;1;NaN;NaN;NaN;NaN;NaN
Vasco;Palmeiras;0;1;0;0;5;14;16;15;17;16;7;5;0;2;3;2;1;4;3;NaN;NaN;NaN;NaN;NaN
Vitoria;Botafogo;3;4;1;2;3;1;16;15;17;18;5;0;2;2;3;8;4;2;3;NaN;NaN;NaN;NaN;NaN
Fluminense;Vasco;0;1;0;0;9;2;14;11;13;15;3;3;1;2;3;4;8;2;3;NaN;NaN;NaN;NaN;NaN
Fluminense;Sport;0;0;0;0;4;5;18;14;16;21;0;9;3;2;9;0;6;2;3;NaN;NaN;NaN;NaN;NaN
Chapecoense;Palmeiras;1;2;0;1;3;5;13;21;23;14;2;1;1;2;2;4;6;6;3;NaN;NaN;NaN;NaN;NaN
Chapecoense;Internacional;2;1;1;1;6;4;9;11;13;9;3;3;0;2;5;4;8;8;1;NaN;NaN;NaN;NaN;NaN
Chapecoense;Sao Paulo;1;0;0;0;5;1;9;22;24;11;5;9;2;2;2;1;1;2;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Vasco;1;0;0;0;5;3;18;16;18;21;1;4;3;2;5;1;3;5;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Atletico Mineiro;0;3;0;0;4;3;13;12;14;15;4;3;2;2;5;8;3;6;3;NaN;NaN;NaN;NaN;NaN
Botafogo;Sao Paulo;2;2;2;1;7;7;20;18;20;21;5;3;1;2;5;7;4;3;3;NaN;NaN;NaN;NaN;NaN
Botafogo;Flamengo;2;1;2;0;4;3;26;16;18;28;2;2;2;2;4;3;5;7;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Parana;2;1;1;0;5;4;12;16;18;16;3;4;4;2;6;4;4;3;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Ceara;1;0;0;0;8;5;13;21;23;13;3;2;0;2;3;3;8;2;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Bahia;1;0;0;0;11;4;17;17;19;20;2;1;3;2;2;2;5;1;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Athletico Paranaense;0;0;0;0;4;7;17;13;15;22;6;9;5;2;2;1;2;3;3;NaN;NaN;NaN;NaN;NaN
Parana;Botafogo;1;1;0;0;4;4;11;9;2;2;0;0;2;2;1;2;6;6;3;NaN;NaN;NaN;NaN;NaN
Parana;Flamengo;0;4;0;1;4;1;16;13;15;17;3;1;1;2;1;7;2;4;3;NaN;NaN;NaN;NaN;NaN
Parana;Vitoria;1;1;0;0;2;5;18;19;21;18;6;5;0;2;1;1;2;1;3;NaN;NaN;NaN;NaN;NaN
Parana;Internacional;1;1;0;0;5;6;14;15;17;16;1;5;2;2;6;2;9;3;3;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Gremio;2;1;1;1;8;1;17;17;19;18;1;5;1;2;7;2;4;2;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Ceara;2;1;2;0;4;12;12;14;16;14;6;4;2;2;6;7;5;7;1;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Bahia;1;1;0;0;3;5;17;13;15;19;0;2;2;2;3;1;8;5;3;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Parana;3;1;2;1;9;0;10;16;18;13;2;4;3;2;5;1;5;2;1;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Corinthians;1;0;1;0;6;10;12;5;7;13;5;6;1;2;7;5;4;3;1;NaN;NaN;NaN;NaN;NaN
Santos;Bahia;2;0;0;0;6;4;23;18;20;26;3;2;3;2;4;3;2;4;1;NaN;NaN;NaN;NaN;NaN
Santos;Athletico Paranaense;1;0;0;0;12;5;7;18;20;9;4;6;2;2;7;4;3;4;1;NaN;NaN;NaN;NaN;NaN
Ceara;Chapecoense;3;1;0;1;5;8;16;20;22;16;1;4;0;2;7;2;5;4;1;NaN;NaN;NaN;NaN;NaN
Ceara;Atletico Mineiro;2;1;1;1;3;6;12;20;22;14;2;4;2;2;6;2;3;7;1;NaN;NaN;NaN;NaN;NaN
America Mineiro;Gremio;1;1;1;0;5;4;16;8;10;17;3;2;1;2;3;4;3;4;3;NaN;NaN;NaN;NaN;NaN
America Mineiro;Santos;2;1;1;1;4;6;16;14;16;17;6;8;1;2;5;1;3;0;1;NaN;NaN;NaN;NaN;NaN
America Mineiro;Bahia;1;0;0;0;1;4;14;19;21;17;3;7;3;2;1;3;3;4;1;NaN;NaN;NaN;NaN;NaN
Sport;America Mineiro;0;2;0;0;4;4;9;17;19;12;1;4;3;2;4;3;6;2;3;NaN;NaN;NaN;NaN;NaN
Sport;Cruzeiro;0;0;0;0;8;4;19;21;23;22;1;2;3;2;2;1;6;4;3;NaN;NaN;NaN;NaN;NaN
Internacional;Flamengo;2;1;1;0;4;3;13;13;15;14;4;3;1;2;4;3;1;3;1;NaN;NaN;NaN;NaN;NaN
Internacional;Gremio;1;0;0;0;5;4;16;15;17;17;4;6;1;2;2;1;0;0;1;NaN;NaN;NaN;NaN;NaN
Internacional;Sao Paulo;3;1;1;1;6;4;15;22;24;20;0;3;5;2;8;1;5;4;1;NaN;NaN;NaN;NaN;NaN
Internacional;Santos;2;2;1;0;5;7;13;14;16;15;4;9;2;2;6;1;2;1;3;NaN;NaN;NaN;NaN;NaN
Internacional;America Mineiro;2;0;2;0;7;4;19;20;22;21;3;4;2;2;6;3;2;6;1;NaN;NaN;NaN;NaN;NaN
Bahia;Sport;2;0;0;0;8;4;16;18;20;17;1;6;1;2;9;2;3;6;1;NaN;NaN;NaN;NaN;NaN
Bahia;Palmeiras;1;1;1;0;6;3;15;12;14;16;0;2;1;2;3;1;3;3;3;NaN;NaN;NaN;NaN;NaN
Bahia;Flamengo;0;0;0;0;4;3;13;15;17;15;4;3;2;2;2;5;4;3;3;NaN;NaN;NaN;NaN;NaN
Bahia;Fluminense;2;0;0;0;3;1;20;8;10;21;2;6;1;2;8;2;4;2;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Sao Paulo;1;0;1;0;2;9;16;18;20;16;7;2;0;2;2;7;6;7;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;America Mineiro;0;0;0;0;16;3;16;15;17;17;7;3;1;2;3;8;8;5;3;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Bahia;1;0;0;0;10;4;15;23;25;18;2;3;3;2;4;2;6;3;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Botafogo;1;0;1;0;5;10;17;16;18;17;1;1;0;2;2;1;6;4;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Cruzeiro;1;0;1;0;5;2;29;17;19;30;2;3;1;2;4;2;4;1;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Palmeiras;1;1;0;0;15;4;17;14;16;17;2;8;0;2;3;2;2;2;3;NaN;NaN;NaN;NaN;NaN
Bahia;Cruzeiro;0;0;0;0;7;8;18;14;17;18;4;0;0;3;0;4;9;3;3;NaN;NaN;NaN;NaN;NaN
Vitoria;America Mineiro;1;0;0;0;5;3;20;10;13;21;3;6;1;3;7;3;6;1;1;NaN;NaN;NaN;NaN;NaN
Vitoria;Bahia;2;2;1;1;4;5;18;27;30;20;0;1;2;3;3;2;4;7;3;NaN;NaN;NaN;NaN;NaN
Vitoria;Athletico Paranaense;1;2;0;1;3;4;14;23;26;14;4;3;0;3;4;5;6;4;3;NaN;NaN;NaN;NaN;NaN
Corinthians;Gremio;0;1;0;0;5;7;6;6;9;6;8;3;0;3;3;9;2;1;3;NaN;NaN;NaN;NaN;NaN
Corinthians;Atletico Mineiro;1;1;1;1;6;3;16;20;23;16;1;1;0;3;1;2;3;5;3;NaN;NaN;NaN;NaN;NaN
Palmeiras;Fluminense;3;0;1;0;6;4;18;25;28;20;2;5;2;3;8;2;3;3;1;NaN;NaN;NaN;NaN;NaN
Botafogo;Internacional;1;0;1;0;1;9;11;18;21;12;3;3;1;3;4;2;4;2;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Palmeiras;0;2;0;2;4;2;22;16;19;24;2;2;2;3;2;4;4;2;3;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Cruzeiro;1;0;1;0;3;1;12;17;20;16;0;3;4;3;4;0;5;4;1;NaN;NaN;NaN;NaN;NaN
Parana;Sao Paulo;1;1;1;1;4;9;14;12;15;16;2;3;2;3;2;3;9;7;3;NaN;NaN;NaN;NaN;NaN
Parana;Vasco;1;1;1;1;11;5;13;11;14;15;2;4;2;3;5;3;10;7;3;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;America Mineiro;4;0;2;0;5;1;9;12;15;10;3;0;1;3;4;3;4;1;1;NaN;NaN;NaN;NaN;NaN
Santos;Chapecoense;0;1;0;1;5;4;15;24;27;17;3;2;2;3;2;4;8;2;3;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Vitoria;3;0;1;0;6;8;18;13;16;20;1;5;2;3;7;1;4;9;1;NaN;NaN;NaN;NaN;NaN
America Mineiro;Corinthians;0;0;0;0;1;5;8;3;6;9;6;2;1;3;3;7;3;6;3;NaN;NaN;NaN;NaN;NaN
Sport;Parana;1;0;1;0;11;3;18;12;15;19;3;3;1;3;4;3;4;9;1;NaN;NaN;NaN;NaN;NaN
Sport;Vitoria;0;0;0;0;7;8;19;16;19;21;5;1;2;3;1;5;7;4;3;NaN;NaN;NaN;NaN;NaN
Vasco;Athletico Paranaense;1;1;0;0;5;7;13;9;13;13;4;7;0;4;8;5;1;6;3;NaN;NaN;NaN;NaN;NaN
Vitoria;Atletico Mineiro;1;0;0;0;6;4;19;12;16;21;4;4;2;4;5;4;7;11;1;NaN;NaN;NaN;NaN;NaN
Corinthians;Sao Paulo;1;1;0;0;7;2;10;18;22;11;2;4;1;4;5;3;6;5;3;NaN;NaN;NaN;NaN;NaN
Botafogo;America Mineiro;1;0;1;0;5;1;13;18;22;14;1;3;1;4;4;1;5;5;1;NaN;NaN;NaN;NaN;NaN
Ceara;Vasco;0;0;0;0;6;3;17;12;16;18;1;1;1;4;2;1;7;0;3;NaN;NaN;NaN;NaN;NaN
Bahia;Chapecoense;1;0;0;0;5;3;14;18;22;15;9;11;1;4;5;1;2;3;1;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Gremio;0;1;0;1;8;3;14;13;17;15;5;2;1;4;2;6;6;5;3;NaN;NaN;NaN;NaN;NaN
Atletico Mineiro;Palmeiras;1;1;0;0;6;4;16;14;18;16;4;11;0;4;4;3;0;2;3;NaN;NaN;NaN;NaN;NaN
Parana;Palmeiras;1;1;1;0;4;11;21;7;12;21;7;2;0;5;3;8;4;3;3;NaN;NaN;NaN;NaN;NaN
Fluminense;Flamengo;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Athletico Paranaense;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Corinthians;Santa Cruz;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Gremio;Santos;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Fluminense;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Parana;Santa Cruz;3;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Palmeiras;2;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Ponte Preta;Figueirense;3;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Santos;Botafogo;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Corinthians;2;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Internacional;Ponte Preta;2;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Fortaleza;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN;NaN
Internacional;Santos;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN;NaN
Sao Caetano;Santos;2;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Cruzeiro;Goias;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN;NaN
Palmeiras;Corinthians;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Juventude;Internacional;2;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Parana;Cruzeiro;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Figueirense;Gremio;2;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Santa Cruz;Flamengo;3;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Internacional;Botafogo;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN;NaN
Juventude;Figueirense;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Athletico Paranaense;Flamengo;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Vasco;Cruzeiro;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Internacional;Gremio;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN;NaN
Gremio;Juventude;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Palmeiras;Fortaleza;3;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Fluminense;Ponte Preta;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN;NaN
Sao Paulo;Botafogo;3;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Internacional;Fortaleza;3;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Flamengo;Goias;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Ponte Preta;Fluminense;3;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN;NaN
Fortaleza;Palmeiras;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN;NaN
